First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Deron,Kilback,23/10/1988,SouthCarolina,female,195,62
Martine,Bernier,11/11/1992,Idaho,male,173,72
Ignatius,McClure,27/11/1970,NorthDakota,female,197,103
Christop,Herzog,17/10/1964,Maryland,female,168,73
Adolf,Torp,20/10/1967,Georgia,male,195,103
Ophelia,Mante,09/07/1974,Kansas,male,172,94
Ford,Hintz,04/08/1977,Alaska,male,192,138
Alfonso,Nitzsche,11/08/1982,Massachusetts,female,187,155
Freida,Fritsch,26/07/1989,Florida,male,194,66
Dorthy,Treutel,27/01/1979,Tennessee,female,190,64
Rosina,Nolan,12/07/1976,Illinois,female,188,53
Jackie,Rowe,18/09/1973,Illinois,male,180,104
Ismael,Kub,02/12/1992,Florida,female,150,96
Peyton,Schiller,06/06/1991,Michigan,female,200,137
Amari,Walter,17/12/1973,Maryland,male,181,126
Kailee,Gutkowski,19/06/1991,NewMexico,female,198,64
Tom,Wiza,03/03/1966,Florida,male,154,156
Cornell,Hartmann,28/06/1990,NewMexico,male,177,126
Deangelo,Borer,29/05/1977,Michigan,female,172,112
Mariah,Padberg,30/04/1989,Wyoming,female,188,89
Jermain,Huel,23/12/1984,Tennessee,female,178,61
Lisette,Eichmann,28/02/1991,Kentucky,male,174,126
Edyth,Blanda,22/01/1982,NewYork,female,180,128
Fletcher,Murphy,16/07/1966,Missouri,male,160,128
Steve,Crooks,22/10/1988,Iowa,male,150,85
Janelle,Ziemann,23/06/1979,Wyoming,male,166,79
Myrl,Goldner,19/12/1969,NewHampshire,male,150,89
Alexie,Johns,20/11/1973,Florida,female,176,149
Dasia,Kshlerin,30/01/1968,Montana,female,198,86
Anne,Hilpert,18/10/1966,Florida,female,178,58
Eulalia,Bergnaum,27/07/1986,Arizona,female,164,120
Petra,Hermann,31/03/1973,Montana,female,152,63
Sabrina,Hessel,25/06/1983,Louisiana,male,166,130
Phoebe,Moore,30/07/1986,Utah,male,200,153
Cecelia,Tillman,12/03/1993,Kentucky,male,173,154
Margret,Berge,25/07/1992,Wyoming,female,181,79
Ines,Greenfelder,27/07/1969,Maryland,male,195,80
Arianna,Kihn,28/09/1978,Wisconsin,female,157,137
Edd,Ryan,07/01/1988,Alabama,male,154,132
Joyce,Auer,04/05/1972,Louisiana,male,179,83
Muriel,Skiles,24/08/1971,Georgia,female,172,115
Cierra,Wilkinson,06/12/1972,Alaska,male,170,121
Alek,Blick,05/12/1979,Arkansas,female,152,156
Jacinthe,Gerlach,19/10/1979,Arizona,female,170,155
Izabella,Skiles,31/07/1978,Virginia,female,173,95
Deion,Kunze,26/07/1990,RhodeIsland,female,192,52
Wyatt,Morar,31/01/1969,Colorado,male,174,151
Bethel,Rath,05/12/1992,Idaho,female,174,56
Katarina,Crist,10/12/1978,Arizona,female,169,65
Chandler,Hyatt,20/10/1974,WestVirginia,male,181,129
Green,Parisian,12/06/1977,Utah,female,196,67
Hadley,Bogan,13/04/1978,Georgia,male,193,111
Gaston,Bashirian,08/10/1965,Arizona,male,197,115
Rosemarie,Russel,03/07/1986,Texas,male,186,160
Layne,Mann,20/10/1973,Tennessee,female,171,101
Bernard,Ullrich,11/11/1983,Texas,female,154,83
Cedrick,Koss,09/05/1970,WestVirginia,female,150,137
Shayna,Bayer,24/05/1993,Texas,female,160,81
Jonathan,Conroy,25/01/1986,Mississippi,female,160,123
Pietro,Sanford,07/09/1964,Tennessee,male,197,79
Ignacio,Halvorson,22/08/1981,Texas,female,198,70
Davon,Huel,18/05/1969,Kentucky,male,179,54
Kristofer,Schamberger,22/03/1966,WestVirginia,female,193,157
Murphy,Schamberger,24/10/1970,Virginia,female,153,125
Kaela,Doyle,10/09/1966,Massachusetts,male,162,61
Myrtice,Quigley,05/05/1978,Oregon,male,192,71
Joe,Renner,06/04/1980,Florida,male,172,73
Wendy,Braun,26/10/1989,NorthDakota,female,198,96
Ona,Kovacek,01/05/1988,Oklahoma,male,177,118
Shakira,Wisozk,27/10/1966,Nebraska,male,162,110
Joshua,Christiansen,25/03/1986,Nevada,female,184,106
Destin,Steuber,22/05/1985,Massachusetts,female,163,59
Gregg,Abernathy,05/11/1980,Wyoming,female,170,153
Ralph,Schaden,30/12/1971,NewHampshire,male,156,50
Sheila,Stark,26/12/1978,Massachusetts,male,193,78
Alanna,Langworth,18/03/1977,NewYork,female,152,60
Kristy,Skiles,26/08/1966,Indiana,female,177,109
Chance,Herzog,27/03/1989,Kentucky,male,191,104
Leola,Lang,05/08/1987,WestVirginia,female,169,53
Tavares,Hilll,09/09/1981,Georgia,male,180,80
Hermann,Bogan,08/07/1978,California,female,155,156
Danial,Jerde,28/06/1975,Washington,male,189,75
Gennaro,Howell,11/10/1987,Nebraska,female,175,120
Efrain,O'Connell,23/07/1979,Maine,female,159,135
Stacy,Marquardt,23/03/1980,Nebraska,male,177,119
Claudia,Gleason,04/06/1993,Georgia,male,150,125
Susana,Zemlak,16/10/1989,Colorado,female,183,73
Daisha,Jones,26/07/1992,Florida,male,176,54
Domenica,Stamm,14/12/1984,NewMexico,male,191,96
Connie,O'Reilly,21/04/1993,Nevada,female,186,53
Liliana,Keebler,31/03/1990,Delaware,female,158,64
Ryleigh,Kuhn,23/06/1993,Virginia,female,157,150
Nyasia,Predovic,15/12/1970,Alaska,male,159,94
Claudie,Morar,22/11/1992,SouthCarolina,male,158,114
Forest,Effertz,21/11/1965,Massachusetts,female,158,62
Cecilia,Hauck,16/05/1987,Pennsylvania,female,170,63
Colleen,Stiedemann,25/09/1986,Texas,female,187,136
Karlee,Wolf,17/10/1989,Washington,female,181,83
Arne,Bartell,16/06/1981,Arkansas,male,199,62
Lorine,Schneider,26/07/1992,Oregon,male,168,142
Karen,Carroll,28/12/1967,Tennessee,male,151,50
Creola,Crona,28/04/1966,Pennsylvania,male,183,66
Liam,Jacobi,24/03/1964,Kansas,female,175,86
Tyrell,Kris,12/04/1991,Texas,male,200,106
Berta,Schmidt,06/07/1985,Nebraska,male,162,124
Brennan,Beatty,21/06/1977,Wisconsin,male,156,58
Lawrence,Kshlerin,09/05/1980,Delaware,male,184,140
Charles,Stroman,22/04/1982,SouthCarolina,female,173,97
Jeanne,Leffler,07/12/1991,Wyoming,female,163,94
Kenneth,Kling,21/03/1991,NewHampshire,female,175,134
Angelo,Simonis,13/07/1981,Georgia,female,188,137
Benjamin,Price,21/07/1984,Connecticut,female,157,98
Rowena,Murray,12/09/1971,Florida,male,171,154
Skylar,Price,15/01/1988,Missouri,female,155,153
Tabitha,Wuckert,06/08/1978,Georgia,male,168,70
Adela,Tillman,29/04/1970,Ohio,male,188,84
Marisol,Krajcik,10/04/1969,SouthCarolina,male,162,159
Saige,Waelchi,22/02/1980,NewYork,female,176,99
Chanelle,Keebler,24/04/1984,SouthCarolina,female,154,128
Thaddeus,Harvey,01/04/1970,SouthCarolina,female,190,72
Jalon,Durgan,28/05/1966,NorthCarolina,male,166,155
Bryce,Schiller,02/05/1983,California,female,193,60
Wilfrid,Trantow,18/12/1971,NewMexico,female,177,107
Pat,O'Conner,16/02/1977,Florida,female,177,119
Tevin,Baumbach,23/06/1969,Wisconsin,female,153,160
Harley,Lesch,09/03/1981,Missouri,male,162,133
Hermann,Nienow,12/09/1974,Florida,male,175,160
Ron,Simonis,08/11/1985,Connecticut,female,179,107
Jesus,Dickinson,10/07/1983,Tennessee,male,154,117
Gabriella,Kulas,04/11/1987,Illinois,female,200,94
Amina,Harber,18/12/1982,Pennsylvania,female,184,129
Amber,Luettgen,01/02/1984,Idaho,female,156,112
Gage,Corwin,14/01/1991,Utah,male,151,60
Maurine,Willms,04/04/1992,Massachusetts,female,194,120
Daphney,Will,01/02/1977,Minnesota,female,183,127
Telly,Gibson,28/08/1978,Idaho,female,181,154
Leann,Koepp,12/06/1975,Utah,female,194,99
Sheila,Altenwerth,22/12/1973,Kansas,male,156,52
Maiya,Hane,16/06/1988,Maryland,female,192,62
Barrett,Sawayn,09/05/1990,Utah,male,161,62
Noelia,Ondricka,30/05/1991,Montana,female,192,136
Chadd,Nienow,22/04/1966,NewYork,male,169,151
Van,Mills,12/08/1973,NewJersey,male,151,154
Krystina,Sipes,25/03/1980,Oklahoma,male,160,140
Pete,Volkman,27/08/1988,Arkansas,female,200,101
Larissa,Bayer,09/09/1965,NorthCarolina,female,189,58
Adah,Stehr,13/09/1967,Connecticut,male,166,155
Theodore,Ullrich,08/09/1993,NewMexico,male,193,58
William,Haley,27/08/1978,Georgia,male,195,150
Dejuan,Blick,10/03/1985,Kansas,male,178,64
Brown,Rogahn,26/05/1985,Alaska,male,181,156
Aurelie,Pagac,09/06/1973,Hawaii,male,169,88
Nina,Nader,05/02/1969,Arizona,male,187,93
Levi,Windler,15/11/1968,Hawaii,female,158,115
Alisa,Rogahn,23/11/1964,Alaska,male,163,114
Meagan,Bashirian,04/11/1975,Maryland,male,151,90
Moriah,Luettgen,29/08/1987,RhodeIsland,male,188,125
Amiya,Kuphal,19/05/1990,Pennsylvania,male,197,109
Roslyn,Hauck,08/09/1967,NorthDakota,male,156,97
Austin,Wyman,16/11/1979,Wyoming,male,171,159
Mohamed,Eichmann,26/05/1968,Connecticut,male,193,116
Estevan,Bednar,01/02/1976,NorthCarolina,female,152,159
Madelyn,Bayer,25/02/1973,Indiana,male,158,129
Janick,Powlowski,04/07/1990,Kansas,female,161,149
Aleen,Runte,06/06/1980,Iowa,male,155,66
Judson,Friesen,16/04/1969,Montana,female,173,70
Kaylah,Senger,16/02/1979,Michigan,male,195,154
Alivia,Rolfson,26/01/1992,Illinois,female,163,145
Jairo,D'Amore,03/02/1967,Iowa,male,186,158
Gregory,McKenzie,07/11/1971,SouthCarolina,male,153,94
Bella,Doyle,13/04/1976,Michigan,female,178,77
Tanner,Gerhold,07/10/1989,Pennsylvania,female,150,82
Santa,Waelchi,12/06/1982,Hawaii,female,190,101
Monica,Rice,11/01/1983,Wisconsin,female,200,127
Bill,Runolfsdottir,12/11/1986,Maryland,female,188,139
Shanel,Gottlieb,27/07/1992,NewMexico,female,156,79
Lavonne,Zemlak,15/03/1991,Mississippi,female,193,66
Sadye,McDermott,06/06/1989,Indiana,female,162,95
Hassie,Dibbert,15/04/1969,Vermont,female,159,64
Kathryne,Hodkiewicz,28/10/1981,Texas,male,178,71
Markus,Herzog,08/05/1979,Arkansas,male,195,133
Isaac,Bartell,10/05/1978,Iowa,female,192,133
Elfrieda,Waelchi,01/09/1964,Illinois,male,189,111
Adolf,Hammes,26/08/1975,WestVirginia,female,170,110
Torrance,Langworth,25/09/1979,Texas,female,198,84
Mariane,Pacocha,30/06/1977,Michigan,female,182,97
Darryl,Ondricka,08/04/1985,Arkansas,female,175,80
Jorge,Gusikowski,01/10/1989,Montana,male,165,108
Deontae,Bartoletti,14/05/1978,Nebraska,female,199,128
Jamar,Kessler,04/03/1965,Delaware,female,181,78
Milo,Ondricka,21/12/1973,Washington,male,183,67
Leopold,Barrows,31/08/1975,Florida,male,198,160
Adriel,Franecki,14/02/1969,Oklahoma,female,177,134
Tamara,Cremin,06/07/1985,Mississippi,male,180,69
Adriana,Emard,14/01/1971,Indiana,female,168,63
Adrianna,Buckridge,05/01/1992,Iowa,male,196,134
Dannie,Spencer,06/05/1978,Colorado,male,187,78
Keyshawn,Greenholt,30/12/1988,NewHampshire,female,186,111
Ollie,Orn,15/07/1984,Vermont,female,154,108
Neal,Hane,20/04/1986,NorthCarolina,female,181,64
Watson,Hane,05/12/1970,Alabama,female,166,137
Regan,Sporer,26/11/1972,Massachusetts,female,189,132
Rita,Schmidt,16/03/1987,Missouri,female,150,81
Reina,Torphy,10/07/1974,NewMexico,female,189,148
Pablo,Abbott,15/12/1979,Illinois,male,155,76
Hector,Thiel,27/07/1993,SouthDakota,female,187,67
Tyrese,Kohler,31/07/1975,Maryland,male,190,148
Jarvis,Lynch,26/02/1993,Mississippi,female,156,115
Elena,Dickinson,28/11/1970,Delaware,male,200,126
Fritz,Berge,30/12/1985,Oregon,male,178,82
Euna,Wolf,15/10/1985,Minnesota,male,169,118
Else,O'Kon,19/04/1965,Michigan,female,168,94
Dorcas,Gusikowski,11/01/1971,Louisiana,male,168,94
Alejandrin,Stroman,07/10/1990,Colorado,female,155,70
Taryn,Corkery,26/04/1981,Indiana,male,151,81
Justine,Windler,10/02/1983,Wisconsin,male,154,50
Kathryne,Emard,08/03/1965,Utah,male,195,138
Darren,Medhurst,16/07/1970,NewYork,female,199,152
Kevin,Hintz,30/10/1972,Arkansas,female,180,151
Ellis,Quitzon,10/04/1974,California,female,187,102
Dejah,Thiel,19/10/1993,California,male,151,144
Delia,Cormier,17/02/1979,NorthDakota,female,154,75
Anastasia,Breitenberg,10/09/1965,Missouri,male,195,114
Tyson,Little,03/02/1967,Wisconsin,male,200,126
Jeff,Murphy,02/05/1990,NewHampshire,female,199,131
Lester,Jerde,12/07/1965,Ohio,female,160,141
Raheem,Borer,02/09/1966,Arkansas,female,179,130
Kristoffer,Carroll,30/01/1982,Illinois,male,193,126
Laila,Hermann,23/12/1963,Georgia,male,186,81
Krystel,Koch,10/08/1977,Idaho,female,162,53
Wayne,Sauer,15/11/1980,Massachusetts,female,155,55
Edward,Rodriguez,27/05/1967,Mississippi,female,178,65
Mara,Cremin,11/04/1978,Wyoming,female,171,54
Darius,Wolf,25/04/1981,Nevada,male,185,53
Jeanette,Moore,29/05/1989,Alaska,female,156,51
Rosemary,Goodwin,18/07/1983,Idaho,female,193,73
Florida,Kirlin,12/08/1968,Delaware,male,180,138
Blaze,Cummings,30/07/1981,Georgia,male,156,121
Tess,Vandervort,24/03/1982,Mississippi,male,179,88
Ivory,Langworth,07/03/1980,Texas,male,198,116
Eusebio,Morar,12/12/1979,Indiana,female,190,127
Haylie,Kertzmann,28/11/1975,NewMexico,female,174,79
Al,Ward,19/11/1975,Wisconsin,female,170,126
Van,Blanda,16/08/1969,NorthDakota,female,196,91
Javon,Shields,11/09/1990,Wisconsin,female,155,106
Haven,Zulauf,14/08/1976,Idaho,female,152,90
Athena,Kub,26/04/1991,Colorado,female,190,155
Frieda,Terry,20/11/1965,NewMexico,male,163,57
Terrance,Effertz,24/10/1991,Idaho,female,171,122
Pasquale,Kuhn,21/02/1980,Nebraska,male,194,116
Valentina,Effertz,24/06/1985,Michigan,male,167,92
Ora,McClure,10/04/1984,NewJersey,male,194,146
Grace,Lynch,16/06/1992,Maine,female,177,80
Rashawn,Bradtke,29/10/1975,Oklahoma,male,162,70
Kailyn,Harber,13/10/1989,SouthCarolina,female,199,82
Kailey,Bode,21/10/1977,Michigan,male,186,87
Hilda,Wuckert,26/05/1979,Alaska,male,184,63
Garrick,Gislason,03/06/1983,Kentucky,male,171,92
Madyson,Zboncak,28/12/1971,Maine,female,192,139
Madisyn,Purdy,25/07/1978,RhodeIsland,female,178,124
Lenna,Rohan,26/12/1976,Tennessee,female,196,51
Eleanore,Fritsch,18/10/1966,Massachusetts,female,198,147
Zackary,Gusikowski,26/03/1987,Oklahoma,male,163,95
Tess,Schumm,29/06/1965,NorthDakota,male,163,121
Silas,Jacobs,14/10/1986,Virginia,female,182,118
Velva,Daniel,20/03/1972,Utah,female,175,87
Tyra,Shields,24/03/1965,Wisconsin,female,187,52
Trystan,Heaney,29/04/1987,SouthCarolina,male,197,99
Mckayla,Herzog,26/01/1970,NewHampshire,male,159,80
Everardo,Jaskolski,11/03/1965,SouthDakota,female,154,143
Kevon,Trantow,12/03/1968,California,female,180,133
Fleta,Goldner,22/12/1963,Connecticut,female,174,128
Zander,DuBuque,04/10/1975,Wisconsin,male,162,158
King,Wisozk,01/04/1966,Connecticut,female,163,76
Emanuel,Collins,09/09/1978,Minnesota,male,175,146
German,Cruickshank,24/05/1979,SouthDakota,female,150,92
Camilla,Beer,22/09/1989,Maryland,female,193,63
Priscilla,Reichel,20/08/1982,RhodeIsland,male,192,55
Hermann,Wiegand,04/01/1970,NewYork,female,159,76
Cesar,Trantow,30/12/1975,Alabama,male,168,85
Ettie,Casper,22/04/1970,Missouri,male,159,151
Shyann,Murray,25/06/1980,Arizona,female,152,93
Birdie,Baumbach,20/05/1971,Michigan,female,189,120
Arturo,Bernhard,19/06/1975,Georgia,male,197,150
Santiago,Bernhard,03/02/1987,SouthDakota,female,186,94
Alize,Padberg,15/02/1972,Delaware,male,156,94
Emmanuelle,Stamm,20/02/1964,Texas,male,195,79
Lesly,Hane,22/06/1986,Texas,male,184,60
Fredrick,Kirlin,25/04/1985,Alabama,female,195,81
Karlee,McLaughlin,26/03/1977,NewHampshire,female,170,121
Dorothea,Konopelski,15/06/1987,WestVirginia,female,187,142
Eva,Morar,18/09/1991,Nebraska,male,192,147
Mireya,Lang,12/10/1971,Kansas,female,181,122
Sage,Lubowitz,30/04/1990,SouthCarolina,female,170,113
Johanna,Schowalter,13/05/1966,Georgia,male,170,82
Bridget,Rodriguez,14/12/1978,Kentucky,female,164,97
Loyce,Bartoletti,04/01/1985,Arizona,female,177,85
Mandy,Mraz,01/12/1976,Michigan,female,197,160
Cleve,Rogahn,10/11/1986,Connecticut,male,168,148
Jude,Schuppe,26/10/1967,Virginia,female,151,81
Bella,Pagac,30/08/1981,Michigan,female,151,52
Isom,Hoeger,09/10/1986,Alabama,female,198,144
Jules,Fahey,10/12/1985,Minnesota,male,162,102
Bryana,Schimmel,23/08/1991,Vermont,female,159,146
Diana,Medhurst,19/12/1973,Missouri,male,151,80
Beulah,Daniel,06/03/1983,Washington,female,163,112
Blaze,O'Hara,30/08/1970,Florida,female,196,61
Celestino,Hegmann,09/03/1986,SouthDakota,female,191,54
Irma,Reilly,26/02/1983,RhodeIsland,female,191,95
Tara,Williamson,06/04/1983,NewYork,male,154,99
Meggie,Wilkinson,02/11/1970,Arkansas,male,151,103
Derek,Mueller,12/05/1984,NewMexico,female,189,96
Henry,Wyman,11/07/1967,Oregon,male,171,124
Kasandra,Haley,25/09/1983,Michigan,male,185,144
Isabel,Lebsack,24/03/1993,Vermont,female,178,147
Garry,Jerde,04/06/1980,Connecticut,male,186,65
Shaina,Jakubowski,08/01/1992,Arizona,male,164,55
Bennett,Trantow,01/05/1967,Utah,male,160,145
Nelson,Bednar,17/07/1992,Indiana,female,154,124
Favian,Beatty,25/07/1974,Ohio,male,194,135
Lazaro,Carroll,18/07/1993,NewYork,female,198,138
Winnifred,Sauer,26/03/1965,Arizona,male,151,113
Hubert,Torp,11/05/1964,Maine,female,199,159
Roma,Wyman,16/03/1984,NewYork,female,169,126
Melany,Hettinger,22/03/1969,Hawaii,male,183,76
Twila,Funk,05/05/1975,NewYork,female,160,155
Loy,Buckridge,24/01/1974,Colorado,female,165,77
Amani,Braun,29/12/1989,Louisiana,male,176,99
Salvatore,Gusikowski,26/04/1970,Arizona,male,189,109
Freeda,Rath,14/03/1990,Iowa,female,171,95
Randi,White,15/05/1973,SouthDakota,female,177,89
Barrett,Moen,16/10/1977,Tennessee,male,156,93
Cordia,O'Conner,13/06/1992,Kentucky,male,156,89
Bernhard,Runolfsson,06/08/1981,Nebraska,female,191,131
Stefan,Schiller,25/10/1975,Iowa,male,167,92
Allie,Green,06/06/1979,NorthDakota,male,187,114
Shanny,Willms,18/01/1988,Maine,male,164,148
Emmie,Ledner,27/02/1968,California,female,195,94
Etha,Kunze,05/04/1968,Montana,male,167,69
Nathanael,Reilly,28/10/1964,Utah,female,174,117
Victor,Yundt,10/04/1970,Mississippi,male,169,65
Colby,Klocko,17/03/1965,RhodeIsland,female,154,79
Buford,Schuppe,06/04/1993,Michigan,female,168,93
Clementine,Russel,06/06/1978,SouthCarolina,female,181,72
Ike,O'Conner,27/07/1983,NewMexico,female,179,109
Dock,Anderson,06/03/1978,Georgia,female,188,80
Cornell,Corkery,24/01/1965,Pennsylvania,male,196,113
Micah,Ledner,07/12/1977,Connecticut,female,164,101
Aron,Dare,12/06/1985,Georgia,male,156,140
Jillian,Conroy,20/11/1968,Kentucky,female,174,82
Abigail,Rempel,10/03/1982,NorthCarolina,female,163,125
Anjali,Balistreri,04/03/1981,Indiana,male,170,135
Jamaal,Schroeder,30/10/1969,Hawaii,male,196,64
Emmitt,Sporer,22/12/1967,Texas,female,190,133
Gladyce,Sawayn,29/06/1981,Kansas,male,170,86
Jayne,Ernser,15/11/1986,NewMexico,male,169,60
Keenan,Schultz,16/10/1992,RhodeIsland,male,199,50
Adonis,King,03/12/1982,Illinois,male,171,82
Cassandra,Corwin,10/02/1976,Alabama,male,164,96
Glenda,Kreiger,07/12/1964,Texas,female,166,150
Jaclyn,Mann,24/02/1976,Massachusetts,male,198,68
Hubert,Bernier,13/06/1986,Arkansas,male,187,111
Karlee,Satterfield,19/07/1966,Utah,male,189,102
Dortha,Von,16/05/1990,Indiana,female,160,78
Delpha,Grimes,19/09/1968,Kansas,male,192,122
Tevin,Klein,19/11/1982,Virginia,male,150,54
Lawrence,Kihn,17/04/1972,Montana,male,172,50
Hassan,Kuhlman,07/09/1984,Pennsylvania,female,173,97
Issac,Rippin,13/10/1970,Indiana,male,197,128
Jamar,Botsford,07/07/1975,Arkansas,female,161,52
Brigitte,Ferry,15/03/1975,Pennsylvania,male,191,158
Isidro,Bernier,07/12/1966,Vermont,female,154,129
Keshaun,Parisian,18/03/1971,Kentucky,male,156,104
Hannah,Oberbrunner,16/01/1987,Maine,male,165,126
Destin,Durgan,26/10/1965,Arizona,male,161,108
Vernie,Kub,28/03/1993,Texas,male,174,108
Lulu,Price,12/03/1993,Montana,male,192,158
Krystina,Lynch,02/12/1980,Hawaii,female,159,98
Lynn,Gorczany,05/02/1965,Vermont,male,191,92
Jessica,Yundt,20/02/1987,Illinois,male,194,117
Octavia,Cremin,01/10/1990,Washington,male,193,97
Rogelio,Kuhlman,16/12/1986,Oregon,female,199,107
Fabian,Bernhard,25/05/1985,Michigan,male,183,121
Jammie,Hand,15/06/1973,WestVirginia,male,191,154
Magdalena,Hessel,02/11/1969,NorthDakota,female,161,68
Ambrose,Konopelski,24/05/1989,Mississippi,male,165,121
Louvenia,Murazik,13/07/1981,Oklahoma,male,171,102
Delbert,Keeling,20/12/1987,Maine,female,177,122
Jose,Kihn,26/12/1985,California,male,154,102
Pietro,Hickle,17/06/1984,Maine,female,167,89
Ebba,Greenfelder,19/05/1980,Alaska,male,181,72
Dolly,Murray,02/02/1985,Nevada,female,194,69
Evelyn,Stroman,02/11/1987,Arizona,male,192,142
Karolann,Carter,17/06/1977,SouthDakota,male,164,122
Dorcas,Vandervort,07/01/1978,SouthDakota,male,172,148
Edward,Little,04/12/1974,Arkansas,female,155,71
Austyn,Ortiz,06/07/1990,Vermont,male,166,118
Lucienne,Lindgren,28/12/1974,Maryland,male,175,67
Sydnie,Franecki,22/02/1985,Arkansas,female,156,78
Alisa,Denesik,06/03/1981,Iowa,female,156,117
Andreane,Stracke,05/12/1973,NewMexico,male,187,75
Marge,Dickinson,04/06/1984,Florida,male,189,61
Verdie,Schmidt,27/08/1964,Maryland,male,166,154
Destinee,Schimmel,27/12/1966,NorthCarolina,female,177,76
Cleta,Schuster,09/12/1971,Oklahoma,female,184,124
Tremaine,Wolf,19/12/1993,Minnesota,female,200,136
Yvette,Durgan,16/11/1984,Montana,male,199,60
Adrain,Beahan,02/08/1990,Kansas,female,170,115
Reilly,Kessler,07/02/1983,Florida,female,175,128
Helena,Rowe,24/11/1967,NewMexico,female,153,142
Cristian,Casper,24/09/1969,Delaware,female,200,112
Katelyn,Hettinger,10/03/1972,Iowa,female,156,86
Gennaro,Fisher,26/09/1979,NewYork,female,171,123
Colt,Klein,20/04/1974,Minnesota,male,179,71
Tressa,Murphy,08/06/1989,Indiana,female,168,147
Gabriella,Carter,30/04/1972,Florida,male,152,146
Laverna,Rolfson,21/11/1977,RhodeIsland,female,197,142
Berry,Lubowitz,15/11/1985,Virginia,male,172,76
Elda,Leannon,10/08/1985,Massachusetts,female,154,131
Haylee,Kuhlman,05/05/1972,Montana,female,150,139
Benedict,McDermott,10/06/1989,Kansas,male,176,138
Domenick,Schimmel,11/12/1982,Oklahoma,female,163,152
Reinhold,Walter,31/01/1971,Louisiana,male,155,89
Hilda,Ward,19/11/1966,Texas,male,196,152
Johnnie,Kiehn,22/04/1987,WestVirginia,male,197,82
Phoebe,Hahn,04/11/1984,Connecticut,male,181,89
Viva,Thompson,14/11/1990,Indiana,male,155,82
Ronny,Koss,14/09/1987,Nebraska,male,184,130
Julie,Cummings,23/01/1964,Mississippi,male,192,140
Rogers,Fay,20/07/1992,NewMexico,female,186,141
Marian,Rolfson,23/07/1968,WestVirginia,female,171,88
Eva,Medhurst,17/04/1975,Connecticut,female,184,118
Yazmin,Reilly,11/07/1979,Maine,female,164,130
Emie,Keeling,25/04/1985,NewMexico,female,177,120
Kaia,Hammes,27/11/1972,Delaware,male,200,112
Elenora,Lockman,04/01/1982,Kansas,male,166,71
Chad,Emmerich,06/09/1987,NorthDakota,female,176,82
Okey,Kling,08/06/1990,Massachusetts,male,178,156
Vernon,Schimmel,09/07/1968,Delaware,male,193,138
Sylvan,Gleichner,15/12/1990,Utah,male,193,106
Hallie,Nolan,10/02/1971,California,male,184,152
Noemi,Keebler,28/03/1983,Maryland,male,165,117
Westley,Homenick,18/11/1983,NewYork,female,192,148
Rhett,Adams,07/07/1980,Kentucky,male,187,96
Woodrow,Smith,01/04/1992,SouthDakota,male,178,95
Bart,Schumm,01/01/1987,Michigan,male,183,130
Aric,Paucek,10/08/1993,California,male,157,78
Yolanda,Waelchi,18/05/1974,Iowa,male,195,140
Elissa,Kuphal,15/04/1980,NorthDakota,male,169,123
Jeanne,Larkin,31/08/1980,SouthDakota,female,185,107
Walker,Kling,15/10/1979,Wisconsin,female,191,72
Francis,Labadie,01/01/1975,Washington,male,164,104
Aiyana,Blick,16/06/1964,Idaho,male,168,86
Andres,Swaniawski,03/03/1974,Iowa,female,159,56
Narciso,Schuster,26/08/1982,NewYork,male,182,117
Idella,Schiller,25/03/1992,NorthDakota,female,182,80
Eulalia,Ruecker,01/10/1986,Massachusetts,female,193,95
Sabrina,Beier,20/06/1992,Montana,female,167,84
Velma,Wilderman,16/04/1970,Delaware,male,190,127
Cassie,Quitzon,02/11/1967,Connecticut,female,152,93
Maxie,Carter,15/07/1992,Washington,male,191,72
Abdiel,Glover,05/11/1974,NewYork,female,175,104
Carmelo,Kuhn,30/08/1987,Connecticut,male,191,145
Lourdes,Ziemann,01/06/1988,Nevada,male,200,54
Brenna,Barrows,28/11/1976,Arkansas,female,180,124
Easton,Greenfelder,17/02/1987,Kansas,female,181,85
Pamela,Lakin,16/03/1982,Connecticut,male,168,67
Keara,Ziemann,20/08/1981,Washington,female,167,105
Thalia,Lindgren,15/08/1968,SouthDakota,male,158,81
Sydney,Armstrong,02/12/1993,WestVirginia,female,182,86
Travis,Dare,03/10/1986,RhodeIsland,female,182,66
Nikita,Corwin,25/01/1992,NewHampshire,male,192,122
Clovis,Sanford,29/06/1986,Oregon,male,177,102
Agustina,Hessel,22/09/1966,Nebraska,male,178,102
Beatrice,Romaguera,05/11/1967,Massachusetts,male,182,58
Aniyah,Schmeler,03/08/1979,Nevada,male,166,126
Eino,Connelly,27/11/1966,Hawaii,female,165,55
Cornelius,Jacobson,26/04/1992,SouthDakota,male,184,93
Berniece,Wiegand,12/08/1973,Minnesota,male,169,112
Gilberto,Cummerata,06/08/1991,Connecticut,female,189,72
Gerhard,Hettinger,24/09/1984,Connecticut,female,178,143
Dylan,Botsford,14/09/1969,WestVirginia,male,177,125
Marcelino,Feeney,23/12/1991,NorthDakota,female,151,73
Fabian,Nienow,13/12/1976,NewMexico,male,168,135
Eliseo,Conn,02/11/1966,NewHampshire,male,188,95
Shanna,Schamberger,15/11/1968,Delaware,male,191,131
